EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,HourlyRate,NumCompaniesWorked,Over18,OverTime,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager
VK4390,35,26-35,No,Travel_Rarely,1276,Operations,16,3,Life Sciences,1,586,4,Male,3,3,Healthcare Representative,3,Married,58854,6-10 LPA,367.84,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
VK4480,35,26-35,No,Travel_Rarely,619,Marketing,1,3,Marketing,1,600,2,Male,3,2,Sales Executive,3,Married,41262,3-6 LPA,257.89,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
VK4620,35,26-35,No,Travel_Rarely,195,Marketing,1,3,Medical,1,620,1,Female,3,2,Sales Executive,3,Single,38080,3-6 LPA,238,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
VK4840,35,26-35,No,Travel_Rarely,538,Operations,25,2,Other,1,652,1,Male,2,2,Laboratory Technician,4,Single,2324,0-3 LPA,14.52,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
VK5090,35,26-35,No,Travel_Rarely,1017,Operations,6,4,Life Sciences,1,691,2,Male,1,2,Research Scientist,4,Single,92267,10+ LPA,576.67,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
VK5160,35,26-35,No,Non-Travel,727,Operations,3,3,Life Sciences,1,704,3,Male,2,1,Laboratory Technician,3,Married,36909,3-6 LPA,230.68,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
VK5580,35,26-35,No,Non-Travel,1225,Operations,2,4,Life Sciences,1,771,4,Female,3,2,Healthcare Representative,1,Single,90339,10+ LPA,564.62,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
VK5810,35,26-35,No,Travel_Rarely,384,Marketing,8,4,Life Sciences,1,805,1,Female,3,1,Sales Representative,4,Married,20870,0-3 LPA,130.44,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2
VK5970,35,26-35,No,Travel_Rarely,1258,Operations,1,4,Life Sciences,1,826,4,Female,4,1,Research Scientist,3,Single,35578,3-6 LPA,222.36,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2
VK6120,35,26-35,No,Travel_Rarely,950,Operations,7,3,Other,1,845,3,Male,3,3,Manufacturing Director,3,Single,73124,6-10 LPA,457.02,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
VK6210,35,26-35,No,Travel_Rarely,1343,Operations,27,1,Medical,1,856,3,Female,2,1,Research Scientist,1,Single,27790,3-6 LPA,173.69,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
VK6360,35,26-35,No,Travel_Rarely,607,Operations,9,3,Life Sciences,1,880,4,Female,2,3,Manufacturing Director,3,Married,26289,3-6 LPA,164.31,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
VK6370,35,26-35,Yes,Travel-Frequently,130,Operations,25,4,Life Sciences,1,881,4,Female,3,1,Research Scientist,2,Single,56129,6-10 LPA,350.81,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
VK6480,35,26-35,No,Travel_Rarely,672,Operations,25,3,Technical Degree,1,899,4,Male,2,3,Manufacturing Director,2,Married,94714,10+ LPA,591.96,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
VK6770,35,26-35,No,Travel_Rarely,1137,Operations,21,1,Life Sciences,1,942,4,Female,3,2,Healthcare Representative,4,Married,95246,10+ LPA,595.29,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
VK6990,35,26-35,No,Travel_Rarely,1219,Marketing,18,3,Medical,1,975,3,Female,3,2,Sales Executive,3,Married,16485,0-3 LPA,103.03,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
VK7050,35,26-35,No,Travel_Rarely,882,Marketing,3,4,Life Sciences,1,984,4,Male,3,3,Sales Executive,4,Single,45482,3-6 LPA,284.26,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
VK7260,35,26-35,Yes,Travel_Rarely,622,Operations,14,4,Other,1,1010,3,Male,2,1,Laboratory Technician,2,Single,87188,10+ LPA,544.92,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
VK7300,35,26-35,No,Travel_Rarely,583,Operations,25,4,Medical,1,1014,3,Female,3,3,Healthcare Representative,3,Single,5748,0-3 LPA,35.92,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
VK7410,35,26-35,No,Travel_Rarely,802,Operations,10,3,Other,1,1028,2,Male,3,1,Laboratory Technician,4,Single,87769,10+ LPA,548.56,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
VK7920,35,26-35,Yes,Travel_Rarely,1204,Marketing,4,3,Technical Degree,1,1100,4,Male,3,3,Sales Executive,1,Single,10435,0-3 LPA,65.22,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
VK8210,35,26-35,No,Travel-Frequently,1182,Marketing,11,2,Marketing,1,1137,4,Male,3,2,Sales Executive,4,Single,4709,0-3 LPA,29.43,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
VK8360,35,26-35,No,Travel_Rarely,528,Finance,8,4,Technical Degree,1,1164,3,Male,3,1,Human Resources,3,Single,31355,3-6 LPA,195.97,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
VK8410,35,26-35,No,Travel_Rarely,982,Operations,1,4,Medical,1,1172,4,Male,2,1,Laboratory Technician,3,Married,56771,6-10 LPA,354.82,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
VK8470,35,26-35,No,Travel_Rarely,819,Operations,2,3,Life Sciences,1,1182,3,Male,2,3,Manufacturing Director,2,Single,58799,6-10 LPA,367.49,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
VK8490,35,26-35,No,Travel-Frequently,636,Operations,4,4,Other,1,1185,4,Male,2,1,Laboratory Technician,4,Married,14116,0-3 LPA,88.22,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
VK8710,35,26-35,No,Travel_Rarely,1361,Marketing,17,4,Life Sciences,1,1218,3,Male,3,2,Sales Executive,1,Married,26470,3-6 LPA,165.44,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
VK8890,35,26-35,No,Non-Travel,1212,Marketing,8,2,Marketing,1,1243,3,Female,2,3,Sales Executive,4,Married,43344,3-6 LPA,270.9,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
VK9250,35,26-35,No,Travel_Rarely,735,Operations,6,1,Life Sciences,1,1291,3,Male,3,1,Research Scientist,3,Married,43918,3-6 LPA,274.49,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
VK9620,35,26-35,No,Travel-Frequently,482,Operations,4,4,Life Sciences,1,1350,3,Male,3,2,Research Scientist,3,Single,53224,6-10 LPA,332.65,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1
VK9740,35,26-35,No,Travel_Rarely,817,Operations,1,3,Medical,1,1369,4,Female,2,2,Laboratory Technician,4,Married,40298,3-6 LPA,251.86,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
VK9820,35,26-35,Yes,Travel-Frequently,662,Marketing,18,4,Marketing,1,1380,4,Female,3,2,Sales Executive,3,Married,81219,6-10 LPA,507.62,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
VK10030,35,26-35,No,Travel-Frequently,200,Operations,18,2,Life Sciences,1,1412,3,Male,3,3,Manufacturing Director,4,Single,62629,6-10 LPA,391.43,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
VK10600,35,26-35,No,Travel_Rarely,660,Marketing,7,1,Life Sciences,1,1492,4,Male,3,1,Sales Representative,3,Married,67040,6-10 LPA,419,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
VK10820,35,26-35,No,Travel_Rarely,1029,Operations,16,3,Life Sciences,1,1529,4,Female,2,3,Healthcare Representative,2,Single,29016,3-6 LPA,181.35,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
VK11010,35,26-35,No,Travel_Rarely,1402,Marketing,28,4,Life Sciences,1,1554,2,Female,2,1,Sales Representative,3,Married,24960,0-3 LPA,156,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
VK11090,35,26-35,No,Travel_Rarely,992,Operations,1,3,Medical,1,1564,4,Male,2,1,Laboratory Technician,1,Single,34591,3-6 LPA,216.19,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
VK11110,35,26-35,Yes,Travel_Rarely,104,Operations,2,3,Life Sciences,1,1569,1,Female,3,1,Laboratory Technician,1,Single,83848,10+ LPA,524.05,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
VK11240,35,26-35,No,Travel_Rarely,670,Operations,10,4,Medical,1,1587,1,Female,3,2,Healthcare Representative,3,Single,68641,6-10 LPA,429.01,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
VK11310,35,26-35,No,Travel_Rarely,750,Operations,28,3,Life Sciences,1,1596,2,Male,4,2,Laboratory Technician,3,Married,37395,3-6 LPA,233.72,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
VK11350,35,26-35,No,Travel_Rarely,1349,Operations,7,2,Life Sciences,1,1601,3,Male,2,1,Laboratory Technician,4,Married,23700,0-3 LPA,148.12,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
VK11510,35,26-35,No,Travel_Rarely,819,Operations,18,5,Life Sciences,1,1621,2,Male,4,2,Research Scientist,1,Married,35620,3-6 LPA,222.62,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
VK11580,35,26-35,No,Non-Travel,208,Operations,8,4,Life Sciences,1,1630,3,Female,3,2,Healthcare Representative,3,Married,21559,0-3 LPA,134.74,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
VK11630,35,26-35,Yes,Travel_Rarely,737,Marketing,10,3,Medical,1,1639,4,Male,2,3,Sales Executive,1,Married,94045,10+ LPA,587.78,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
VK11680,35,26-35,Yes,Travel_Rarely,763,Marketing,15,2,Medical,1,1645,1,Male,1,2,Sales Executive,4,Single,94396,10+ LPA,589.98,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
VK11870,35,26-35,Yes,Travel-Frequently,880,Marketing,12,4,Other,1,1667,4,Male,3,2,Sales Executive,4,Single,62642,6-10 LPA,391.51,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
VK12160,35,26-35,No,Travel-Frequently,146,Operations,2,4,Medical,1,1704,1,Male,2,1,Research Scientist,4,Single,77539,6-10 LPA,484.62,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
VK12330,35,26-35,No,Travel_Rarely,1370,Operations,27,4,Life Sciences,1,1728,4,Male,3,2,Manufacturing Director,3,Married,22732,0-3 LPA,142.07,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
VK12820,35,26-35,Yes,Travel_Rarely,303,Marketing,27,3,Life Sciences,1,1797,3,Male,3,2,Sales Executive,4,Single,92362,10+ LPA,577.26,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
VK12890,35,26-35,No,Non-Travel,1180,Operations,2,2,Medical,1,1804,2,Male,3,2,Manufacturing Director,4,Single,31354,3-6 LPA,195.96,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
VK13030,35,26-35,No,Travel_Rarely,185,Operations,23,4,Medical,1,1826,2,Male,1,1,Laboratory Technician,3,Married,14843,0-3 LPA,92.77,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
VK13460,35,26-35,No,Travel_Rarely,219,Operations,16,2,Other,1,1886,4,Female,2,2,Manufacturing Director,2,Married,72726,6-10 LPA,454.54,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
VK13810,35,26-35,No,Travel_Rarely,682,Marketing,18,4,Medical,1,1945,2,Male,3,2,Sales Executive,1,Married,18640,0-3 LPA,116.5,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4
VK13930,35,26-35,No,Travel_Rarely,1224,Marketing,7,4,Life Sciences,1,1962,3,Female,3,2,Sales Executive,4,Married,53528,6-10 LPA,334.55,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
VK14230,35,26-35,No,TravelRarely,1490,Operations,11,4,Medical,1,2003,4,Male,3,1,Laboratory Technician,3,Married,39413,3-6 LPA,246.33,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2
VK14250,35,26-35,No,Travel_Rarely,1395,Operations,9,4,Medical,1,2008,2,Male,3,2,Research Scientist,3,Single,53638,6-10 LPA,335.24,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
VK14510,35,26-35,No,Travel_Rarely,1146,Finance,26,4,Life Sciences,1,2040,3,Female,3,3,Human Resources,4,Single,53736,6-10 LPA,335.85,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
VK14570,35,26-35,No,Travel-Frequently,1199,Operations,18,4,Life Sciences,1,2049,3,Male,3,2,Healthcare Representative,3,Married,69866,6-10 LPA,436.66,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
VK14590,35,26-35,No,Travel_Rarely,287,Operations,1,4,Life Sciences,1,2052,3,Female,1,1,Research Scientist,4,Married,20087,0-3 LPA,125.54,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
VK0100,36,36-45,No,Travel_Rarely,1299,Operations,27,3,Medical,1,13,3,Male,3,2,Healthcare Representative,3,Married,42430,3-6 LPA,265.19,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
VK0220,36,36-45,Yes,Travel_Rarely,1218,Marketing,9,4,Life Sciences,1,27,3,Male,2,1,Sales Representative,1,Single,25504,3-6 LPA,159.4,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3
VK0390,36,36-45,No,Travel_Rarely,852,Operations,5,4,Life Sciences,1,51,2,Female,2,1,Research Scientist,1,Married,8114,0-3 LPA,50.71,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
VK0650,36,36-45,No,Travel_Rarely,1223,Operations,8,3,Technical Degree,1,83,3,Female,3,3,Healthcare Representative,3,Single,79859,6-10 LPA,499.12,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8
VK0670,36,36-45,No,Travel-Frequently,1195,Operations,11,3,Life Sciences,1,85,2,Male,2,2,Manufacturing Director,2,Single,11975,0-3 LPA,74.84,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
VK0700,36,36-45,Yes,Travel_Rarely,318,Operations,9,3,Medical,1,90,4,Male,2,1,Research Scientist,3,Married,12023,0-3 LPA,75.14,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,
VK0750,36,36-45,No,Travel_Rarely,132,Operations,6,3,Life Sciences,1,97,2,Female,4,1,Laboratory Technician,4,Married,22447,0-3 LPA,140.29,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,
VK1180,36,36-45,No,Travel-Frequently,1467,Marketing,11,2,Technical Degree,1,154,2,Female,3,3,Sales Executive,4,Married,91469,10+ LPA,571.68,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
VK1190,36,36-45,No,Travel_Rarely,922,Operations,3,2,Life Sciences,1,155,1,Female,3,1,Laboratory Technician,4,Single,24959,0-3 LPA,155.99,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
VK1360,36,36-45,No,Travel_Rarely,216,Operations,6,2,Medical,1,178,2,Male,3,2,Manufacturing Director,2,Single,67203,6-10 LPA,420.02,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
VK1730,36,36-45,No,Travel-Frequently,1480,Operations,3,2,Medical,1,238,4,Male,3,1,Laboratory Technician,2,Single,30703,3-6 LPA,191.89,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
VK2080,36,36-45,No,Travel-Frequently,635,Operations,18,1,Medical,1,286,2,Female,3,1,Laboratory Technician,4,Single,10337,0-3 LPA,64.61,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,
VK2210,36,36-45,No,Travel_Rarely,1396,Operations,5,2,Life Sciences,1,304,4,Male,3,2,Laboratory Technician,2,Single,47427,3-6 LPA,296.42,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
VK2700,36,36-45,No,Travel_Rarely,1403,Operations,6,3,Life Sciences,1,373,4,Male,3,1,Laboratory Technician,4,Married,62529,6-10 LPA,390.81,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
VK2920,36,36-45,No,Travel_Rarely,506,Operations,3,3,Technical Degree,1,397,3,Male,3,2,Research Scientist,2,Single,85665,10+ LPA,535.41,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
VK2990,36,36-45,No,Travel-Frequently,566,Operations,18,4,Life Sciences,1,407,3,Male,4,1,Laboratory Technician,4,Married,32921,3-6 LPA,205.76,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
VK3060,36,36-45,No,Non-Travel,1105,Operations,24,4,Life Sciences,1,419,2,Female,3,2,Laboratory Technician,2,Married,34307,3-6 LPA,214.42,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
VK3590,36,36-45,No,Non-Travel,845,Marketing,1,5,Medical,1,479,4,Female,3,2,Sales Executive,4,Single,28355,3-6 LPA,177.22,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,
VK3600,36,36-45,No,Travel-Frequently,541,Marketing,3,4,Medical,1,481,1,Male,2,3,Sales Executive,4,Married,5835,0-3 LPA,36.47,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,
VK3780,36,36-45,No,Travel_Rarely,329,Operations,2,3,Life Sciences,1,501,4,Female,3,1,Research Scientist,3,Married,21159,0-3 LPA,132.24,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
VK3850,36,36-45,No,Travel_Rarely,164,Marketing,2,2,Medical,1,513,2,Male,2,3,Sales Executive,3,Married,48605,3-6 LPA,303.78,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
VK4430,36,36-45,No,Non-Travel,635,Marketing,10,4,Medical,1,592,2,Male,3,3,Sales Executive,4,Single,39088,3-6 LPA,244.3,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
VK5120,36,36-45,No,Travel_Rarely,913,Operations,9,2,Medical,1,699,2,Male,2,2,Manufacturing Director,2,Single,79752,6-10 LPA,498.45,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
VK5420,36,36-45,No,Non-Travel,427,Operations,8,3,Life Sciences,1,742,1,Female,4,3,Research Director,1,Married,56284,6-10 LPA,351.78,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
VK5700,36,36-45,No,Non-Travel,1434,Marketing,8,4,Life Sciences,1,789,1,Male,2,3,Sales Executive,1,Single,58043,6-10 LPA,362.77,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
VK5940,36,36-45,No,Travel_Rarely,676,Operations,1,3,Other,1,823,3,Female,3,2,Manufacturing Director,2,Married,36547,3-6 LPA,228.42,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
VK6000,36,36-45,No,Travel_Rarely,1041,Finance,13,3,Human Resources,1,829,3,Male,3,1,Human Resources,2,Married,98007,10+ LPA,612.54,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
VK6220,36,36-45,No,Travel_Rarely,928,Marketing,1,2,Life Sciences,1,857,2,Male,3,2,Sales Executive,4,Married,83844,10+ LPA,524.02,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11
VK6340,36,36-45,No,Travel_Rarely,1278,Finance,8,3,Life Sciences,1,878,1,Male,2,1,Human Resources,1,Married,28532,3-6 LPA,178.32,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
VK6650,36,36-45,No,Travel_Rarely,1425,Operations,14,1,Life Sciences,1,924,3,Male,3,2,Healthcare Representative,4,Married,35349,3-6 LPA,220.93,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
VK6810,36,36-45,No,Travel_Rarely,188,Operations,7,4,Other,1,949,2,Male,3,1,Research Scientist,4,Single,46445,3-6 LPA,290.28,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
VK6880,36,36-45,No,Travel_Rarely,938,Operations,2,4,Medical,1,958,3,Male,3,1,Laboratory Technician,3,Single,6713,0-3 LPA,41.96,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
VK6940,36,36-45,Yes,Travel_Rarely,530,Marketing,3,1,Life Sciences,1,967,3,Male,2,3,Sales Executive,4,Married,57178,6-10 LPA,357.36,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7
VK7090,36,36-45,No,Non-Travel,1229,Marketing,8,4,Technical Degree,1,990,1,Male,3,2,Sales Executive,4,Single,50407,6-10 LPA,315.04,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
VK7530,36,36-45,Yes,Travel_Rarely,885,Operations,16,4,Life Sciences,1,1042,3,Female,4,1,Laboratory Technician,1,Single,71340,6-10 LPA,445.88,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
VK7620,36,36-45,Yes,Travel_Rarely,660,Operations,15,3,Other,1,1052,1,Male,3,2,Laboratory Technician,3,Single,51990,6-10 LPA,324.94,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
VK7740,36,36-45,No,Travel_Rarely,796,Operations,12,5,Medical,1,1073,4,Female,2,3,Manufacturing Director,4,Single,76672,6-10 LPA,479.2,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
VK8180,36,36-45,No,Non-Travel,217,Operations,18,4,Life Sciences,1,1133,1,Male,3,2,Manufacturing Director,4,Single,66545,6-10 LPA,415.91,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
VK8740,36,36-45,No,Travel_Rarely,917,Operations,6,4,Life Sciences,1,1221,3,Male,1,1,Laboratory Technician,3,Single,85791,10+ LPA,536.19,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
VK8830,36,36-45,No,Travel_Rarely,363,Operations,1,3,Technical Degree,1,1237,3,Female,1,3,Manufacturing Director,1,Single,59141,6-10 LPA,369.63,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
VK9010,36,36-45,No,Travel-Frequently,469,Operations,3,3,Technical Degree,1,1257,3,Male,3,1,Research Scientist,2,Married,24793,0-3 LPA,154.96,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
VK9280,36,36-45,No,Travel_Rarely,429,Operations,2,4,Life Sciences,1,1294,3,Female,3,2,Manufacturing Director,2,Single,57570,6-10 LPA,359.81,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
VK9430,36,36-45,No,Travel_Rarely,325,Operations,10,4,Technical Degree,1,1312,4,Female,3,3,Healthcare Representative,3,Married,96084,10+ LPA,600.52,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7
VK9690,36,36-45,No,Travel-Frequently,607,Marketing,7,3,Marketing,1,1362,1,Female,4,2,Sales Executive,1,Married,38892,3-6 LPA,243.08,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13
VK10120,36,36-45,No,Travel_Rarely,1174,Marketing,3,4,Marketing,1,1425,1,Female,3,2,Sales Executive,2,Single,2015,0-3 LPA,12.59,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
VK10190,36,36-45,No,Travel_Rarely,172,Operations,4,4,Life Sciences,1,1435,1,Male,2,2,Laboratory Technician,4,Single,62813,6-10 LPA,392.58,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
VK10200,36,36-45,No,Travel_Rarely,329,Marketing,16,4,Marketing,1,1436,3,Female,2,2,Sales Executive,1,Married,28712,3-6 LPA,179.45,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
VK11030,36,36-45,No,Travel_Rarely,1157,Marketing,2,4,Life Sciences,1,1556,3,Male,3,1,Sales Representative,4,Single,9415,0-3 LPA,58.84,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
VK11220,36,36-45,No,Travel_Rarely,884,Marketing,1,4,Life Sciences,1,1585,2,Female,3,2,Sales Executive,3,Single,63292,6-10 LPA,395.58,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
VK11290,36,36-45,No,Travel-Frequently,1302,Operations,6,4,Life Sciences,1,1594,1,Male,4,2,Laboratory Technician,1,Married,24833,0-3 LPA,155.21,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
VK11460,36,36-45,No,Travel_Rarely,559,Operations,12,4,Life Sciences,1,1614,3,Female,3,2,Manufacturing Director,3,Married,5158,0-3 LPA,32.24,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
VK11740,36,36-45,No,Travel_Rarely,711,Operations,5,4,Life Sciences,1,1651,2,Female,3,3,Healthcare Representative,1,Married,63680,6-10 LPA,398,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
VK11810,36,36-45,No,Travel_Rarely,311,Operations,7,3,Life Sciences,1,1659,1,Male,3,1,Laboratory Technician,2,Single,21309,0-3 LPA,133.18,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
VK11830,36,36-45,No,Non-Travel,894,Operations,1,4,Medical,1,1662,4,Female,2,2,Manufacturing Director,3,Married,7970,0-3 LPA,49.81,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
VK11840,36,36-45,No,Travel_Rarely,1040,Operations,3,2,Life Sciences,1,1664,4,Male,4,2,Healthcare Representative,1,Single,73474,6-10 LPA,459.21,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
VK12000,36,36-45,No,Travel_Rarely,1351,Operations,26,4,Life Sciences,1,1682,1,Male,3,2,Healthcare Representative,3,Married,87704,10+ LPA,548.15,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
VK12210,36,36-45,No,Travel_Rarely,530,Marketing,2,4,Life Sciences,1,1710,3,Female,3,2,Sales Representative,4,Single,47540,3-6 LPA,297.12,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
VK12370,36,36-45,Yes,Travel_Rarely,1456,Marketing,13,5,Marketing,1,1733,2,Male,2,2,Sales Executive,1,Single,21384,0-3 LPA,133.65,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
VK12790,36,36-45,No,Travel_Rarely,1383,Operations,10,3,Life Sciences,1,1790,4,Male,3,3,Healthcare Representative,1,Married,19017,0-3 LPA,118.86,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
VK13160,36,36-45,No,Travel_Rarely,430,Operations,2,4,Other,1,1847,4,Female,3,2,Research Scientist,2,Married,76880,6-10 LPA,480.5,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
VK13410,36,36-45,No,Travel_Rarely,1266,Marketing,10,4,Technical Degree,1,1880,2,Female,2,2,Sales Executive,3,Married,9702,0-3 LPA,60.64,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
VK13480,36,36-45,No,Travel-Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,2,2,Human Resources,4,Single,1384,0-3 LPA,8.65,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
VK13560,36,36-45,No,Travel_Rarely,335,Marketing,17,2,Marketing,1,1908,3,Male,2,2,Sales Executive,2,Married,1404,0-3 LPA,8.78,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
VK13840,36,36-45,No,Non-Travel,1351,Operations,9,4,Life Sciences,1,1949,1,Male,4,1,Laboratory Technician,2,Married,41943,3-6 LPA,262.14,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
